idiom,syntax_markers,meaning_uz,meaning_number,homonym_number,variants,synonyms,antonyms,register_note,example_uz,source_author,source_work
– KO’NGL(I) YOZILDI,kimning?,xafachiligini tarqatmoq.,,,KO’NGL(I)NI YOZMOQ,,,,"U ko’ngli g’ash bo’lgan chog’larda pianino oldida vaqt o’tkazar, sevimli kuylarini chalib, ko’nglini yozardi Har holda, mehmon: gaplashadi, hasratlashadi; zora xo’jayinning ko’ngli biroz yozilsa. Ashulachi, o’yinchi o’rtoqlarim bor shaharda. Kelishsa. bir o’tirishib, ko’ngil yozishardik degan edim. Nigoralarnikiga «oyisi», «dadasi» bilan gallashib, ko’nglining chigilini yozib kelish uchun borgan edi. Paxta terish Mahkam uchun faqat ko’p vaqt va kuch talab qiladigan bir ishgina emas, zavq, beradigan va ko’ngilning chigilini yozadigan bir go’zallik ham edi. Bu xona",Sh.Toshmatov,Erk qushi
KO’NGL(I)NING KO’CHASIDAN HAM O’TMASLIK,nima? kimning?,"mutlaqo o’ylamaslik, eslamaslik.",,,,,,,"Darhaqiqat, Siddiqjon... oq ko’ngillik bilan muomala qilar, lekin bunday muomala qilganda bir marta xotin kishiga ola qarab, og’zi kuyganligi ko’nglining ko’chasidan ham o’tmas edi",A.Qahhor,Qo’shchinor chiroqlari
KO’NGLI QATTIQ – QATTIQ KO’NGIL,,rahm-shafqati yo’q.,,,,,,,"– Umrida faqat bir yoki ikki marta ko’ziga yosh olgan, ko’ngli qattiq, baquvvat erkaklargina shunday yig’laydi. U yoshlikdan ko’ngli qattiq bir so’zli bo’lib o’sgan, o’zini halok qilib qo’ymasa deb qo’rqaman. Shu yoshga kelib otalik mehrini juda kam ko’rsatgan qattiq ko’ ngil otaning yuragi birdan erib ketdi.",M.Ismoiliy,Farg’ona tong otguncha
KO’NGLU KELIB KETMOQ,,[köŋl-ü kelib ket=] tar.,,,,,,,"Bir yerda degul kelib ketadur ko’nglung, Xilvatda aning üčün safo topmassan.",S.Saroyi,Gulistoni bitturkiy
KO’NGLUNDA HIKMAT O’TURMAS,,[köŋlindӓ ḥikmӓt oturma=] tar.,,,,,,,"O’turmas johil er ko’nglunda hikmat, Nechukkim tosh uza ursa temur mix.",S.Saroyi,Gulistoni bit-turkiy
KO’NGUL BERMOQ,,[köŋülni ber=] tar.,,,ko’ngil bermoq... ko’ngul bermaslik,,,,"Chunki berding ko’ngul ul oy yuzga, Qil tahammul necha jafo qilsa. Ko’zuna kim o’pib bersa ko’ ngulni, Ajabmidur anga buyla tutulmoq. Unga do’st bo’l, uni sevgil, ko’ngil ber, Uning so’z bahridan gavharlarin ter! Bu kun ming jon bila kimki ko’ngulni Sango bermas, taninda jon yo’q, ey jon.",S.Saroyi,Suhayl va Guldursun
KO’NGUL BOG’LAMOQ,,[köŋülni baγla=] tar.,,,ko’ngulni bog’lamaslik,,,,,,
KO’NGUL BOG’LAMOQ,,yoki,1,,ko’ngulni bog’lamaslik,,,,"Yodimda bor, o’g’lonlik ayyominda kechalar uyumayin zuhdu taqvog’a ko’ngul bog’lab turur edim. Ko’ngulni bog’lama bir yerga zinhor, Yana mushkildur andan olmoq, ey yor.",S.Saroyi,Gulistoni bit-turkiy
KO’NGUL BOG’LAMOQ,,"mehr qo’ymoq, sevmoq.",2,,ko’ngulni bog’lamaslik,,,,"Saloyin o’zumi o’zga diyora, Ko’ngulni bog’lag’oyin o’zga yora.",,
KO’NGUL OZORI,,[köŋül azarï] tar. xafagarchilik.,,,,,,,"Qachonkim bir ishni kechurmakda xotiring mutaraddid bo’lsa, Ul tarafni ixtiyor qilg’ilkim, anda ko’ngul ozori bo’lmag’ay.",S.Saroyi,Gulistoni bit-turkiy
KO’NGUL OCHMOQ,,[köŋül ač=] tar.,,,,,,,"Chiqib chohdin uzoqlarg’a qochaylik, Bu yerda ag’lamay ko’ngil ochaylik.",S.Saroyi,Suhayl va Guldursun
KO’NGUL EYALARI,,"[köŋül ejӓlӓri=] tar. shafqatli, rahmdil, taqvodor kishilar.",,,,,,,Ko’ngul eyalarindan bir kimersa ko’rub ani aytti…,S.Saroyi,Gulistoni bit-turkiy
KO’NGUL PARVONA BO’LMOQ,,[köŋül parvana bol=] tar.,,,,,,,"Bo’yun sundum bu yo’lda ming balog’a, Ko’ngul parvona bo’ldi ul yulog’a.",,
KO’NGUL TILAMOQ,,[köŋül tilä=] tar.,,,"ko’ngli tilamoq, ko’ngul; tilamas",,,,"Ko’ngul sensiz tilamas tanda jonni, Ko’rar yuzungda Xorazmiy jahonni. Har kim ne ko’ngul tilasa, ko’rkli uldur, Ishqina hamisha jon ichinda yo’ldur. Bir xastag’a so’rdilar: «Ko’nglung ne tilar?»",S.Saroyi,Gulistoni bit-turkiy
KO’NGUL XASTA BO’LMOQ,,[köŋül xasta bol=] tar. ozor topmoq.,,,,,,,"Necha manglasang, ul karih un bilan Bo’lur xasta, loshak eshitkan ko’ngul.",S.Saroyi,Gulistoni bit-turkiy
KO’NGUL XUSH ETMOQ,,[köŋül xoš et=] tar.,,,,,,,"Bir kun sulton ul vazir bilan ko’ngul xush etib, anga vazorat berdi.",S.Saroyi,Gulistoni bit-turkiy
KO’NGUL YOB QILMOQ,,[köŋül jab qïl=] tar.,,,,,,,"Yetkanincha kuchung ko’ngul yobqil, Kim xaloyiq senga duo qilg’ay.",S.Saroyi,Gulistoni bit-turkiy
KO’NGUL SHOD BO’LMOQ,,[köŋül šad bol=] tar.,,,,,,,"Ey bulbuli gulshani ma’oniy, So’zung eshitib ko’ngul bo’lur shod.",S.Saroyi,Gulistoni bit-turkiy
KO’NGUL SHODMON BO’LMOQ,,[köŋül šadman bol=] tar.,,,,,,,"Jon qachon bo’lg’ay Gulistondin malul, Chun ko’rujak shodmon bo’lur ko’ngul.",S.Saroyi,Gulistoni bit-turkiy
KO’NGULDA BERK ETMOQ,,[köŋüldä berk et=] tar.,,,,,,,"Yo’lungda dinu donish tark etibman, Bu mehringni ko’ngulda berk etibman.",S.Saroyi,Gulistoni bit-turkiy
KO’NGULDA NE KIM BO’L,,"[köŋüldä ne kim bolsa] tar. o’ylaganini, xayolida borini.",,,,,,,"Har kim jondan al yuvg’an, nekim ko’ngulda bo’lsa, tilina keturgay.",S.Saroyi,Gulistoni bit-turkiy
KO’NGULDA SAQLAMOQ,,[köŋüldä saqla=] tar.,,,,,,,"Siringni ko’ngulda saqlag’il bek, Mushfiq senga yo’q jahonda sentek.",S.Saroyi,Gulistoni bit-turkiy
KO’NGULDA ZARRA G’AM YO’Q,,"[köŋüldä zӓrrӓ γam joq] tar. baxtli, beg’am, betashvish.",,,,,,,"Ishratda o’zum, ko’ngulda zarra g’am yo’q.",S.Saroyi,Gulistoni bit-turkiy
KO’NGULGA KELMOQ,,[köŋülgä kel=] tar.,,,,,,,Ul aytti: «Kechalar ibodat uchun Tururda ko’ngulga bu saqish kelur...»,S.Saroyi,Gulistoni bit-turkiy
KO’NGILGA MALOL KELTURMOQ,,[köŋülgӓ malal keltür=] tar.,,,,,,,Ul qora dev chehrali qulning Keturur surati ko’ngilga malol.,S.Saroyi,Gulistoni bit-turkiy
KO’NGULGA XUSH KELMOQ,,[köŋülgä xoš kel=] tar.,,,,,,,"Har nima kim ko’ngulga xush kelsa, ko’zga ko’rkli ko’runur.",S.Saroyi,Gulistoni bit-turkiy
KO’NGULLAR NURONI BO’L,,[köŋüllär nurani bol=] tar.,,,,,,,"Taolalloh, zehi surat, zehi mahbubi ravhoni, Kim oning husni shavqindan ko’ngullar bo’ldi nuroni.",,
KO’NGULLAR RANJUR QILMASLIK,,[köŋüllär ränǯür qïlma=] tar.,,,,,,,"Alo ey dilbari manzur, bu ko’rkinga bo’lub mag’rur, Ko’ngullar qilmag’il ranjur, kechar bu husn davroni.",,
KO’NGULLARNI YOQMOQ,,[köŋüllärni jaq=] tar.,,,ko’ngul; yoqmoq,,,,"O’fqa bila ul qiyo boqishin ko’runguz. Bu ishva bilan ko’ngul yoqishin ko’runguz. Erlik ul ish degul ko’ngul yoqqay, Yo kishi aybini ko’rub chiqqay.",S.Saroyi,Gulistoni bit-turkiy
KO’NGULNI OLMOQ,,[köŋülni al ] tar.,,,,,,,"Ol bilan oldi ko’ngul mendan bir oy yuzli malih, Kim muanbar xoli asvad ol yanoqinda tutar.",,
KO’NGULNING QONI QAYNAMOQ,,[köŋülniŋ qanï qayna=] tar.,,,,,,,"Ko’ngulning qoni qaynab, barcha toshqay, Ko’zumning yoshidin kavsar buloshqay.",,
LAB(I) LAB(I)GA TEGMAY,kimning?,juda tez va ko’p («gapirmoq»).,,,,,,,Hojimat labi labiga tegmay javrab ketdi. Undan narida bir qalandar labi labiga tegmay g’azal o’qiydi.,Sh.Toshmatov,Erk qushi
LAB(I) LAB(I)GA TEGMAYDI,kimning?,juda tez va ko’p gapirmoq.,,,,,,,"Oltinbibi dam u, dam bu xotin oldiga boradi, labi labiga tegmaydi.",A.Muhiddin,Qirq baxt egalari
LAB(I)GA UCHUQ TOSHADI,kimning?,qattiq qo’rqish bilan cho’chimoq.,,,lab(i)ga uchuq chiqadi,,,,"Endi bu usuldan gapirsang, eshitganning labiga uchuq toshadi. Nega desangiz yaxshi ishning obro’sini tushirib qo’ydik. «Doim shunday qilasiz, yangilik desa, labingizga uchuq chiqaveradi», – deb otani xijolat qilibdi ... oldida.",A.Muhiddin,Ko’ngillar
LAB(I)NI JUFTLAMOQ,kim? [o’zining],gapirishga hozirlanmoq.,,,,og’iz juftlamoq; og’iz rostlamoq,,,"Labini bir necha marta juftladiyu, hayajondan gapirolmay, ko’ziga yosh oldi.",S.Zunnunova,Gulxan
LAB(I)NI TISHLAMOQ,kim? [o’zining],"kutilmagan hodisaga duch kelib, nima deyishini bilmay qolmoq.",,,,,,,"«Ishga kirganimni bilishsa, o’ldirishadi», – «Kimlar» – «Sheriklarim». Juman labini tishlab qoldi. Xadicha buvi gapni qo’zg’ashga qo’zg’adi-yu, lekin o’g’lining avzoyi buzilganini sezib, labini tishladi.",H.Nazir,Ko’korol chiroqlari
LAB-DAHAN YO’Q,(kimda?),o’z fikr-o’yini durustroq izhor qilish qobiliyatiga ham ega emas.,,,,,,,"Hozircha men bironta qizni sevmaganman. Vodilda ham biron qiz bilan muhabbat to’g’risida... Shunaqangi lab-dahan yo’qligini yaxshi bilasizku, og’ayni.",R.Fayziy,Cho’lga bahor keldi
– LAB-LUNJ(I)NI OSILTIRMOQ,kim? [o’zining],"ranjiganini, xafa bo’lganini pastki jag’ini quyiroqqa tushirib bildirmoq.",,,LAB-LUNJ(I) OSILDI,,,,"Bugun u vahm bo’lgan kishiday har narsadan cho’chib, qo’rqib, hadiksirab, lab-lunji osilib yurgan kechagi Madumar mingboshiga sira o’xshamas edi. Qayerda ularni ko’rsa, qovog’ini solar, lab-lunjini osiltirar edi.",M.Ismoiliy,Farg’ona tong otguncha
LAFZI HALOL,,"ahdida turadigan, va’dasini bajaradigan.",,,,,,,"Lafzi halol paxtakor o’z va’dasini bajarib, el-yurtga paxtaday oqko’ngil, yorug’ yuz bilan qarar ekan. U Gavharning lafzi halolligiga ishonar edi.",P.Qodirov,Uch ildiz
LAQQA TUSHMOQ,kim? nimaga?,osongina aldanib ko’nmoq.,,,,,,,"«Beshiksiz bo’larmishmi, qiynalasan», – deganiga laqqa tushib, beshik to’yi qilmoqchi bo’ldi. Karimberdi gapiryapti, choyxo’rlar og’zini ochib mal’unning makriga laqqa tushib o’tirishibdi. Mulla Zoir bunga qanday chidasin!",T.Malik,Charxpalak
LARZAGA KELTIRMOQ,nima? nimani?,"(konkret ot) qattiq silkiganday, titraganday bo’lmoq.",1,,,Larzaga solmoq,,,"Birdan ko’tarilgan qattiq olqish zalni larzaga keltirdi. To’plar otilganda Xolmurodning ko’z oldi tinib, butun borliq silkinib, larzaga kelganday bo’ldi",P.Tursun,O’qituvchi
LARZAGA KELTIRMOQ,nima? nimani?,(abstrakt ot) ruhan alg’ovdalg’ov qilib yubormoq.,2,,,Larzaga solmoq,,,"Eshonboyev va Hakimovday kishilarning shuncha vaqt tayyorlab yurgan da’volari qanchalik larzaga keltirishi mumkinligini o’ylab ko’rsa, hozirgi voqea tasodif emasga o’xshardi. – Agronom? Nima?! – Nosirov shunaqangi qattiq baqirdiki, nazarimda olis-olislardagi tog’lar ham larzaga kelib silkingandek bo’ldi.",P.Qodirov,Uch ildiz
LARZAGA SOLMOQ,nima? nimani?,(abstrakt ot) ruhan alg’ovdalg’ov qilib yubormoq.,,,,larzaga keltirmoq,,,"O’rmonjon uning ko’kragiga qarab tepib yubormaslik uchun o’rnidan turib, nariroq bordi va vujudini larzaga solayotgan titroqni bosgandan keyin, mumkin qadar muloyim tovush bilan: «Faqat shumi?» – deb so’radi. Bu voqea meni hali-hali larzaga soladi. Ilgari boshimga qora kunlar yog’ilganda Jezqozg’on mis konlari shaxtalarida ishlaganman.",S.Ahmad,Qorako’z Majnun
LAT YEMOQ 1,nima?,jismonan shikastlanmoq.,,,,,,,"Polvon o’rnidan turganidan keyin qo’lini qimirlatib ko’rib, sinmagan yoki lat yemaganiga sevindi.",A.Qahhor,Ko’r ko’zning ochilishi
LAT YEMOQ 1,nima?,ruhan shikastlanmoq.,2,,,,,,"Bundan tashqari, Eshonboyev ham, Ziynatullayev kabi hayot cho’qqilariga intilib, chiqa olmay, qattiq lat yegan odam edi. Necha bor yugurib kelib, oyog’im lat yeganday o’zimni ustiga tashlaganimni, kitoblarini yirtganimni, bekorchi bahonalar bilan janjal chiqarmoqchi bo’lganimni eslayman.",P.Qodirov,Uch ildiz
LATTASI CHIQIB QOLDI,nimaning?,"g’araz bilan, yomon niyat bilan qilingan ish ekani oshkor bo’ldi.",,,,,,,"«Nima bo’ldi?» – «Teshaboy suvga ham, yerga ham ega chiqib oldi». «A?»– «Ha». – «Aytmovdimmi sizga, keyin lattasi chiqib qolmasa go’rgaydi deb». – Aytganingiz bo’ldi, Olga Petrovna».",M.Ismoiliy,Farg’ona tong otguncha
«LOM-MIM» DEMASLIK,kim?,"hech narsa demaslik, e’tiroz qilmaslik.",,,«lom-mim» deb; «lom-mim» demay I ( – ); «lom» demaslik; «lom-mim» ( – ); «lom» -u «mim» demay,«churq» etmaslik,,,"O’zi yaxshi yigit-u, onasiga «lom-mim» deyolmaydi-da. Ular yaylovga yetguncha «lom-mim» deb og’iz ochmadilar. «Lom-mim» demay gapirganning og’ziga, jim turganning ko’ziga tikilib o’tiradi. Ashraf amaki to uyiga yetib kelguncha hamrohlariga «lom» demadi, o’z o’yi bilan bo’ldi. Polvon lom-mim deyolmay qoldi. Tani boshqa dard bilmas ekan. Hamma uning aytganini «lommim» demay bajarayotganini Rahim ko’rib turgan edi. Qolgan fuqarolarning osoyishtalik bilan kori-xayr ishida «lom»-u «mim» demay ishlamoqlari lozim ekanini so’yladi.",H.Nazir,Ko’korol chiroqlari
LOF URMOQ,kim?,haqiqatga to’g’ri kelmaydigan gaplarni ortiq darajada bo’rttirib gapirmoq.,,,,,,,"Zamiraning o’qishdan boshqa narsaga qiziqmayman deb lof urgani, oxiri ahdining ustidan chiqa olmagani Ochilni o’ziga haq ko’rsatardi.",P.Qodirov,Uch ildiz
LOL BO’LMOQ (QOLMOQ),,"tili tutilib, gapirolmay qolmoq.",1,,,,,,"Tili lol bo’ldi-yu, qoldi so’zidan.",M.Alaviya.,
LOL BO’LMOQ (QOLMOQ),,"biror narsa aytolmay, taajjub, hayron holda qolmoq.",2,,,,,,"Bu asar shu qadar sodda, o’ng’ay, tushunarliki, muallifning mushohadasi va iste’dodi oldida lol qolasan kishi.",R.Rahmon,Xalq professori
"LOP DESA, OLA QOP OLIB YUGURMOQ",kim?,xato tushunish oqibatida noto’g’ri ish qilib qo’ymoq.,,,"lop desa, ola qopni ko’tarib ketmoq; lop desa, ola qopni ko’tarib ket",,,,"Siz lop desa, ola qop olib yugurish o’rniga, ana shunaqa ig’vogarlarni tutib bershingiz kerak. Boshida hamma ishni o’zim rasvo qildim. Chinoq bilan Eshon ayani terakzorda ko’rganimda lop desa, ola qopni ko’tarib ketibman. O’sha zahoti xotinimni ham, qizimni ham daladan uyga jo’natib yuboribman.",S.Ahmad,Hukm
"LOV ETIB YONIB, PIS ETIB O’CHMOQ",nima?,"qanday tez paydo bo’lsa, shunday tez yo’q bo’lmoq; uzoq davom etmaslik.",,,,,,,"Lekin ma’lum qurilishga ish haqi bilan bog’lanmagan, ya’ni yollanmagan odamlar bir kun tashabbus ko’rsatar, ikki kun tashabbus ko’rsatar... Axir, bu lov etib yonib, pis etib o’chadigan bir narsa-ku. Keyin nima bo’ladi? .",,
LUQMA TASHLAMOQ,kim?,biror kishining nutqi davomida shu nutqni bo’luvchi so’z – gap ilova qilmoq.,,,,"gap qistamoq; lo’lining eshagini sug’or, pulini",,,"...axborot berar ekan, pastdan luqma tashlab, uning gapini gapiga qovushtirishmadi. «Asosiy masalaga o’t. Shu ishga fikring qanaqa?» – Jo’ra polvon luqma tashladi. Uning so’zi davomida zal bir necha martaba chapak chaldi, kimlardir uning so’zini ma’qullab luqmalar tashladi.",A.Qahhor,Sinchalak
"LO’LINING ESHAGINI SUG’ORIB, PULINI OLMOQ",kim?,har qanday yo’l bilan ham daromad topishga intilmoq.,,,"lo’lining eshagini sug’or, pulini ol",,,,"Bizning berasimiz bo’lgan joylarda sening olasing bo’ladimi, qilmaganing... shu qolgan ekan-da, nomard; lo’lining eshagini sug’orib, pulini olaman degin, ha-ha-ha... Man senga ikki og’iz gapiray: birinchidan, pulning qadrini bil, lo’lining eshagini sug’or, pulini ol. Sanga yarashadi, negaki kambag’alsan.",,
MADH O’QIMOQ,,[mӓdḥ oqï=] tar.,,,,,,,"Sayfi Saroyi xizmatinga madh o’qub to’kar, Bahri aruz ichindan olib durri javhari.",,
MADRASA TUPROG’INI YALAMOQ,kim?,madrasada ko’p yillar mashaqqatli tahsil ko’rmoq.,,,,,,,"Turkistonning turli shaharlaridan ilm izlab, o’n yillar shu madrasa tuprog’ini yalagan ko’p kishilar bir munosib mahallaga imom bo’lganlar oxirda. Madrasa tuprog’ini yalamagan u tirrancha qayoqdan shariatni biluvchi bo’lib qoldi?",,
MAHR(I) GA TUSHMOQ,nima? kimning?,doimiy xususiy mulk sifatida biriktirib berilmoq.,,,,,,,"Mana bu yerda odamzodning boshi yanchiladi, uka! Uyimga nimaga kirasan, uyim enang mahriga tushganmi?!",,
MAJLISGA SOLMOQ,kim? nimani?,"ko’pchilikning muhokamasiga, hukmiga havola qilmoq.",,,,,,,"Echkini bahona qilib, bir halol ayolni qoralagani keldilaringmi? Hammangni majlisga solaman! Salim akaning gapini o’zi majlisga solmoqchi bo’ldi",S.Nazar,Yashil boylik
MAKKADAN HOJI KELGANDAY,,uzoq vaqtdan beri kutilgan tabarruk kishini ko’rganday.,,,,,,,"«Bormisiz, ovsin,– u Qutbinisani taajjubga solib, Makkadan hoji kelganday, unga pechakday chirmashib ko’risha boshladi,– eson-omonmisiz, esonmisiz...»",,
MAKTAB KO’RMOQ,kim?,"ma’lum bir ixtisoslik bo’yicha tahsil olmoq, tajribali mutaxassis qo’l ostida uzoq ishlamoq.",,,,,,,"Yana maktab ko’rmaganligim ham ta’sir qildi. Rahmat ... har ishda hamisha yo’l-yo’riq ko’rsatdi, g’amxo’rlik qildi.",,
MALOL KELMOQ,nima? kimga?,"ortiqcha bir narsadek qabul qilmoq, og’ir tuyilmoq.",,,,,,,"Mening nazarimda, bu so’rashishlar mingboshiga nechundir malol keldi. O’zidan kichik bu yigitning sensiragani Ahmadjonga malol keldi – Itmi yo generalning o’zi befarzandmi? – deyman kinoya bilan. Nazoratchi, tiling qursin, zahargina ekan, dedi gapim malol kelganidan.",S.Ahmad,Qorako’z Majnun
MALOMATGA QOLMOQ,kim? yoki nima?,"arzimagan narsa sababli noxush, ta’nali gaplar eshitmoq, gapso’z bo’lmoq.",,,,,,,"Ichkariga kiringlar, yaxshilab nasihat qilinglar, malomatga qolmaylik. Sizdaqalarning dastidan fakultet malomatga qolayotibdi, hammadan gap eshitayotibdi! Qishloqda qancha malomatga qolsam ham shaharga qaytmadim. O’lguday o’jar edim. .",P.Qodirov,Uch ildiz
MANA MAN DEB,,o’zini o’zi ko’rsatib.,,,,,,,"Tirnog’ing o’zi kirlab ketibdi.. Birov qidirmasa ham, mana man deb ko’karib turibdi. Mana bir ko’rang, g’o’zalarning qayeri yomon? Mana man deb turibdi-ku.",R.Fayziy,Cho’lga bahor keldi
MAN-MAN DEGAN,,"eng oldingi, eng yuqori, o’ziga yuksak baho beradigan.",,,,,,,"Man-man degan paxtakorlar, mexanizatorlar ham uning maslahatisiz ish qilishmasdi.",R.Fayziy,Cho’lga bahor keldi
MARMAR TOSH QO’YMOQ,kim?[qayerga],"o’lganidan keyin ham yuksak qadrlamoq, hurmat-e’tibor ko’rsatmoq.",,,,,,,"«Ha, bo’ldi-da, muncha nevarangizga oro berdingiz, marmar tosh qo’yarmidi?! Savri xolaning bir jahli chiqdi-yu, tag’in o’zini bosdi: « Marmar tosh qo’ysa ham, qo’ymasa ham, umri uzoq bo’lsin. Bolamning bolasi – bolam, ovsin. Qaramay tashlab qo’yarmidim».",R.Fayziy,Qaynana
MARRA BIZNIKI (SENIKI...),,"yutuq, g’alaba biz (sen..,) tomonda bo’ladi.",,,,,,,"Mana shuni Arslonbek akamga uqtirsak, uqtira olsak, marra bizniki. Sen ham bizga o’xshab xunob bo’lib o’tma, bolam kel, qo’y, kitob o’qishni o’rgan, ha, shuni bilib olsang, marra seniki! . – Ko’ramiz, bu ham bir tajriba-da, ko’tara olsam marra bizniki, – dedim-u, boldirlaridan ushlab dast ko’tardim.",R.N.Guntegi,Choliqushi
MASALA(SI) KO’RILDI,kimning?,"muhokama qilinib, qaror chiqarildi.",,,,,,,Majlis bo’ldi. Majlisda islohotdan yer yashirganlar masalasi ko’rildi.,Sh.Rizo,"Qor yog’di, izlar bosildi"
MASALA(SI)NI QO’YMOQ,kim? kimning?,ish-faoliyatini muhokama qilish va choratadbir belgilash haqida taklif kiritmoq.,,,,,,,"...uning maslahatisiz bir ish qilib ko’rsin-chi, naq majlisga masalasini qo’yib, sharmanda qiladi. Kiring deyman!.. Kirmaysizmi? Hozir to’yni majlisga aylantirib, masalangizni qo’yaman!..",A.Qahhor,To’y
MASALANI KO’NDALANG QO’YMOQ,kim?,"biror fikr-mulohazani qat’iyat bilan o’rtaga tashlab, hal etilishini talab qilmoq.",,,masalani ko’ndalang qilib qo’ymoq,,,,"Yo’q bunga yo’l qo’yib bo’lmaydi. Ertaga partiya majlisida masalani ko’ndalang qo’yaman... Rost, biz hali masalani ko’ndalang qilib qo’yganimizcha yo’q, lekin ular o’rtamizdagi muhabbatdan xabar topganlaridan buyon Dilbarning har bir qadamini o’lchaydigan bo’lib qoldilar.",O.Yoqubov,Yangi yil kechasida
MASLAHAT BERMOQ,kim? kimga? nima qilishni? yoki nima qilishga? yoki nima? qilish to’g’risida yoki nima deb?,biror ishni qanday amalga oshirish lozimligi haqida fikr-mulohaza bildirmoq.,,,,,mas­lahat olmoq,,"to’g’risida? Abbosxon esa Saidiyga nasihat qilib, fakultetni tashlamaslikni maslahat berdi. Kimdir unga chizg’ich va qalam uzatdi, satrlarning o’rnini chizib olishga maslahat berdi Axir men sizga shular bilan urishing deb maslahat berganmidim? . –Agar charxpalak bilan boshqa odam shug’ullanganida men unga kamida yuzta maslahat berardim",T.Malik,Charxpalak
MASLAHAT OLMOQ,kim? kimdan? nima to’g’risida?,biror ishni qanday amalga oshirish lozimligi haqida fikr-mulohazasini bilmoq.,,,,,masalahat bermoq,,"qilishni nima qilishga? nima qilish to’g’risida? nima deb? Xo’jayin bo’lgandan keyin, kishi o’z xo’jaligining kam-ko’sti, uning rivoji to’g’risida o’ylaydi, jon kuydiradi; maslahat soladi, maslahat oladi, gap uqtiradi, o’rgatadi, o’rganadi, tortishadi...",A.Qahhor,Qo’shchinor chiroqlari
MASLAHAT OSHI,,biror marosimni qanday o’tkazish haqida fikrlashib olish uchun yig’ilgan kishilarga beriladigan kichik ziyofat.,,,,,,,"Boshda bularning nazarida eng katta va muhim ish to’y ko’ringan edi, maslahat oshidan keyin eng katta va muhim ish to’y emas, yangi uyga ko’chib kirish bo’lib qoldi.",A.Qahhor,Qo’shchinor chiroqlari
MASLAHAT SOLMOQ,kim? kimga? nima qilish to’g’risida? yoki nimada?,biror ishni qanday amalga oshirish lozimligi haqida fikr-mulohaza bildirishni so’rab murojaat qilmoq.,,,,,,,"Muharrirning ko’p masalalarda unga maslahat solishi, uning gapidan chiqmasligi boshqarmada Saidiyning salmog’ini juda oshirib yubordi.",A.Qahhor,Sarob
MAVJ URMOQ,nima?,to’lqinga o’xshab tebranib turmoq.,1,,,,,,"Ular ikki tomonda mavj urib turgan g’o’zalar orasidan ketishar ekan, yoz kechasining shukuhli manzarasi yanada sehrli tusga kirgan edi.",S.Ahmad,Qadrdon dalalar
MAVJ URMOQ,nima?,bosqichma-bosqich kuchayibzo’rayib bormoq.,2,,,,,,"U nima deyishini, yuragida mavj urayotgan alam va g’azab hissiga kimni sherik qilishini bilmas edi.",A.Qahhor,Oltin yulduz
MAYDA GAP,,bo’lar-bo’lmas gaplarni dastak qilib gapirib yuruvchi.,,,,,,,"Nyusha xola – hamma narsaga aralashaveradigan, ezma, mayda gap kampir. O’zim chaqimchilarni, mayda gaplarni yomon ko’raman.",I.Rahim,Olovkor
MAYDONGA KELMOQ,,"yuzaga kelmoq, paydo bo’lmoq, tug’ilmoq.",,,,,,,Movarounnahrda maydonga kelgan saltanat Amir Temur sa’y-harakati bilan o’z chegarasini kengaytirib bordi.,Gazetadan.,
